"","saleprice","gdistance","wdistance","cdistance","bathrooms","bedrooms","sqftbuilding","sqftlot","age"
"1386",60000,10931.560546875,2433.06298828125,2257.53588867188,1,2,910,7500,21
"1387",86000,12645.02734375,2573.291015625,1467.89001464844,1,2,1121,5000,73
"1388",151000,12809.0771484375,3568.92895507812,145.723007202148,2,4,1914,7735,13
"1389",155000,12461.4609375,4788.658203125,234.628005981445,2,3,1467,6500,15
"1390",1e+05,10760.9521484375,413.505004882812,2629.02807617188,1.5,2,1306,5000,68
"1391",145500,14617.2998046875,2511.07104492188,2251.89306640625,2,3,1625,11746,6
"1392",260000,1138.42602539062,13322.4287109375,301.009002685547,3,5,2755,5795,1
"1393",137000,4049.18896484375,5713.78515625,391.919006347656,2,3,1453,5300,9
"1394",153000,12619.6396484375,2410.68310546875,2314.455078125,2,3,1507,6634,35
"1395",91500,10857.0322265625,451.622985839844,2659.32299804688,1.5,4,1737,5000,74
"1396",137500,5086.578125,11441.041015625,83.1350021362305,2,3,1167,6300,17
"1397",169500,3532.44189453125,12176.259765625,1371.625,2.5,3,1794,5635,2
"1398",133000,5013.22900390625,7630.17822265625,687.568969726562,2,3,1438,7000,14
"1399",112000,15266.9912109375,4490.14013671875,519.265014648438,2,3,1533,8283,6
"1400",139000,15107.1953125,4641.330078125,697.544982910156,2,3,1600,7132,1
"1401",119000,13009.2724609375,4103.51220703125,512.893005371094,2.5,4,2018,11042,31
"1402",173000,6192.30615234375,14585.447265625,489.712005615234,2.5,3,1835,7619,2
"1403",150000,4473.59423828125,11978.59375,395.484985351562,2.5,3,1812,4440,9
"1404",84000,13958.2216796875,4266.60009765625,1057.49499511719,2,3,1372,6300,19
"1405",185000,13397.0947265625,3866.09106445312,840.742980957031,3,3,3348,21257,7
"1406",126500,14196.1572265625,3367.79907226562,1530.06298828125,2.5,3,2226,7305,16
"1407",150000,2371.05688476562,10801.0029296875,175.856994628906,2,4,1486,5650,4
"1408",101000,4700.73388671875,12864.4951171875,1818.42504882812,2,3,1460,10200,21
"1409",171000,5349.85009765625,8047.5927734375,568.713012695312,2,4,2134,7904,18
"1410",174000,13941.4560546875,5968.8232421875,226.104995727539,2.5,4,2455,5274,2
"1411",47000,9311.953125,4230.14013671875,230.009994506836,1,2,849,5184,40
"1412",185000,8001.02685546875,5108.39599609375,277.515991210938,2.5,4,2270,6799,4
"1413",182500,998.888000488281,13486.9384765625,181.501998901367,2.5,3,1801,8541,3
"1414",82000,5350.2490234375,6272.14697265625,994.526977539062,1,2,1086,6500,62
"1415",92500,5337.86376953125,6281.87109375,999.27197265625,1,2,963,6440,79
"1416",165000,3521.71801757812,11008.923828125,731.43701171875,2,3,1426,8500,26
"1417",118000,3754.19897460938,10695.65234375,1210.57299804688,2,2,1488,5391,69
"1418",110000,15093.0830078125,4718.01611328125,43.8619995117188,2,3,1946,8295,34
"1419",193000,13484.8232421875,2382.39404296875,1895.94104003906,3,6,2118,22651,25
"1420",185000,5234.69921875,10135.0908203125,5.46000003814697,2.5,4,1491,4770,6
"1421",206000,3995.251953125,13273.927734375,168.199996948242,3,3,2294,5601,1
"1422",164000,6466.03515625,14605.03515625,1007.31701660156,2,3,1499,17200,35
"1423",115000,12518.55078125,2356.4599609375,2161.2451171875,1,3,1343,6560,39
"1424",140000,14062.4365234375,5110.9609375,171.985992431641,2,3,1312,5517,22
"1425",117000,5276.31787109375,13605.28515625,1063.64001464844,2,3,1458,6500,26
"1426",299500,11993.5234375,1827.27905273438,2692.80908203125,3.5,3,3292,11336,10
"1427",123500,12274.06640625,4542.37109375,457.417999267578,2.5,4,2134,8279,17
"1428",123500,14978.4814453125,632.825988769531,486.563995361328,2,3,1080,5000,8
"1429",70000,7736.91796875,2266.27392578125,1632.25805664062,1,2,1173,7000,55
"1430",187500,3722.087890625,11339.82421875,981.22998046875,3,4,2373,5000,8
"1431",116000,14620.568359375,3856.27001953125,1707.44494628906,2,4,1408,7191,27
"1432",144000,651.348022460938,12293.5849609375,25.6469993591309,3,4,2163,6825,19
"1433",153000,8440.501953125,4272.51611328125,177.708999633789,2,4,1814,8000,8
"1434",242000,4064.15307617188,10602.77734375,957.380981445312,2.5,4,2482,7920,4
"1435",122000,5148.44482421875,6446.17919921875,1024.34704589844,1.5,3,1596,7447,50
"1436",114000,3024.2509765625,11680.4775390625,1115.43798828125,1,3,954,5335,44
"1437",145000,5439.44384765625,6393.998046875,1101.34301757812,2,3,1428,5955,11
"1438",101000,7720.26611328125,2869.76196289062,381.398986816406,2,2,1381,6678,39
"1439",116000,2952.94189453125,12287.6025390625,793.257995605469,2,3,1120,5600,16
"1440",52000,6247.1708984375,14422.6328125,1266.14001464844,2,4,1468,5525,83
"1441",115500,655.8330078125,9457.0771484375,19.2299995422363,2,3,1200,7429,4
"1442",120000,9479.1669921875,14376.146484375,598.747009277344,2,3,1242,6113,35
"1443",55000,12213.1982421875,4133.17919921875,262.548004150391,1,2,930,13939,55
"1444",95000,14482.8369140625,790.601989746094,1415.16198730469,2,4,1578,6458,42
"1445",118000,12270.40625,2039.21704101562,3149.22607421875,1.5,3,1448,5625,50
"1446",115000,5935.90478515625,13731.7421875,983.773986816406,1,2,1283,9975,59
"1447",150000,12797.1259765625,3683.4951171875,1038.86804199219,2,3,1678,7065,5
"1448",129000,13131.6298828125,3344.15600585938,1383.64794921875,3,3,1984,11080,15
"1449",165909,6032.58984375,5444.05908203125,89.2819976806641,2,3,1836,8075,9
"1450",125000,3120.88208007812,9241.1884765625,96.5640029907227,2,3,1290,7047,6
"1451",102000,14983.15234375,1204.02404785156,1974.81298828125,2,3,1402,5908,46
"1452",105000,13442.337890625,2783.28588867188,460.975006103516,2,3,1545,7000,21
"1453",99000,14979.7998046875,3051.06811523438,2179.32202148438,2,4,2062,7500,42
"1454",118500,8915.69921875,14071.5849609375,473.462005615234,2,3,1336,7176,17
"1455",102500,7205.52978515625,2774.86889648438,1339.97204589844,2,3,1260,16489,5
"1456",109000,12146.076171875,4808.68896484375,320.378997802734,2,3,1586,8890,20
"1457",35000,10779.7412109375,5165.7900390625,853.578002929688,1,2,858,5124,41
"1458",44000,13287.373046875,5810.126953125,191.90299987793,2,4,1860,6750,14
"1459",150000,12305.7841796875,4694.03076171875,478.986999511719,2,3,2098,6953,9
"1460",122500,39.5940017700195,12929.3583984375,76.6569976806641,2,3,1846,6475,9
"1461",57500,4599.3701171875,8023.03076171875,250.281997680664,1,1,644,12600,38
"1462",77000,11548.9873046875,1317.8759765625,3414.42211914062,1,2,997,10000,66
"1463",85500,10738.7451171875,595.627990722656,2942.9130859375,1,2,1092,5200,62
"1464",155000,8323.013671875,4281.42578125,263.023010253906,2,4,1814,6528,5
"1465",197500,3705.57788085938,13302.1142578125,150.923004150391,2.5,4,2191,5611,3
"1466",124000,13161.697265625,5995.216796875,75.1240005493164,2,4,1659,6210,31
"1467",131000,13349.9208984375,2693.26489257812,1595.33703613281,2,3,1833,7150,38
"1468",90500,7136.55517578125,3330.1689453125,507.738006591797,2,3,1122,5297,3
"1469",156000,4869.06396484375,12162.2763671875,101.25,2,3,1199,7200,12
"1470",181500,6019.6181640625,13616.267578125,891.848999023438,2.5,3,2368,11044,19
"1471",73000,11339.7412109375,1179.60498046875,2750.07397460938,1,3,1072,5000,80
"1472",122000,4207.33984375,10450.6962890625,881.677001953125,2,4,1397,5079,36
"1473",110000,15257.8505859375,4075.5810546875,611.244995117188,2.5,3,1417,5477,4
"1474",75500,11368.6796875,1177.70703125,3472.23510742188,1,2,1366,5050,72
"1475",55500,11010.265625,851.588989257812,3179.95288085938,1,2,1143,7550,74
"1476",85000,10763.69921875,1299.708984375,2277.68310546875,1,2,1018,5800,45
"1477",103500,15491.2255859375,2636.59790039062,2200.3798828125,2,3,1288,7350,29
"1478",96000,5460.01904296875,12918.6474609375,292.769012451172,1,3,1219,3600,40
"1479",199000,3270.02807617188,11283.4658203125,1563.53503417969,2.5,3,2212,6896,8
"1480",94000,8522.6298828125,1509.84399414062,2250.67211914062,1,2,1445,5000,64
"1481",88000,13999.3857421875,4646.5458984375,993.784973144531,2,4,1541,10500,23
"1482",68000,12719.3115234375,3513.07690429688,946.254028320312,1,3,1026,5700,34
"1483",142000,13655.17578125,4164.4189453125,836.596008300781,3,4,2572,13530,13
"1484",80000,10960.033203125,1058.32397460938,2988.669921875,1,3,1132,5000,78
"1485",92000,15131.1318359375,1374.53601074219,2042.26794433594,1,2,957,5994,37
"1486",97000,5863.72998046875,6456.42578125,1421.28601074219,1.5,4,1181,5300,24
"1487",159500,6805.28076171875,13710.732421875,576.460998535156,2,3,1885,6200,1
"1488",117000,6953.64892578125,6149.88623046875,1021.83898925781,2,3,1449,7000,19
"1489",106500,72.5039978027344,12109.0400390625,94.931999206543,1.5,3,1000,8030,35
"1490",123000,14405.06640625,5308.40087890625,919.698974609375,2,3,1227,5056,2
"1491",150000,2286.458984375,12875.08203125,246.802993774414,2,3,1620,6216,3
"1492",150000,13395.7822265625,3799.11499023438,958.56201171875,3,4,1847,8925,35
"1493",175000,3223.40502929688,13323.921875,575.97900390625,2,3,1372,8121,4
"1494",77000,7100.2587890625,5584.1318359375,1128.56896972656,1,3,988,6650,38
"1495",150000,3883.40698242188,10745.73828125,1143.68005371094,2,3,1857,8594,35
"1496",95000,10608.8330078125,359.43701171875,2641.85498046875,1,3,930,5000,29
"1497",160000,8961.0732421875,25991.392578125,46.1809997558594,2.5,4,2251,7414,8
"1498",106500,8913.0419921875,24802.59765625,111.036003112793,1,2,1284,8064,44
"1499",121000,12516.658203125,4655.0390625,568.106018066406,2,3,1877,5999,13
"1500",144000,3999.75708007812,10424.6806640625,957.267028808594,2,3,1339,6367,23
"1501",87000,7572.11279296875,2406.51611328125,1674.02099609375,2,3,1120,8227,10
"1502",102000,10582.318359375,324.43798828125,2654.44409179688,2.5,4,2598,8475,80
"1503",148000,2137.30908203125,12609.3095703125,278.330993652344,2,3,1473,5600,38
"1504",139000,7348.80908203125,26562.556640625,14.9980001449585,2,4,1532,9815,15
"1505",117000,3758.97802734375,7346.40087890625,198.238998413086,2,3,1310,6000,1
"1506",162500,4457.27490234375,12246.9345703125,850.377990722656,2,3,2125,6370,18
"1507",138000,12956.0087890625,2312.67797851562,2353.40893554688,1.5,3,1162,6500,39
"1508",120000,12142.6494140625,5143.09814453125,92.7399978637695,2,3,1672,7150,16
"1509",115000,15172.603515625,1396.43505859375,2331.44702148438,2,3,1280,6617,13
"1510",79500,13789.0947265625,2317.59301757812,1915.51000976562,1,3,1014,6900,46
"1511",139000,5052.35986328125,11481.111328125,83.4489974975586,1,3,1000,6727,17
"1512",217000,8110.6650390625,4372.73095703125,312.321014404297,3,5,2668,7014,1
"1513",120000,11987.712890625,4253.0732421875,1003.93499755859,2,3,1511,6500,12
"1514",167000,12501.958984375,3724.93994140625,1035.06298828125,3,4,2727,6516,7
"1515",81000,5235.6708984375,7597.326171875,811.705017089844,1,2,884,5000,48
"1516",235000,4340.0390625,17297.861328125,100.765998840332,2.5,3,1880,6750,11
"1517",111500,4710.5439453125,13068.5869140625,1020.57397460938,2,3,1461,12378,47
"1518",140000,3612.53100585938,10838.783203125,923.742004394531,2,3,1339,6367,25
"1519",136500,5151.89404296875,5250.419921875,14.6680002212524,2.5,4,1752,5500,3
"1520",89000,10828.65234375,1369.52502441406,1950.47900390625,1,3,1034,5668,39
"1521",141000,3383.56103515625,11109.765625,1664.36206054688,2,3,1468,7930,46
"1522",315000,10757.0615234375,9283.5849609375,143.440994262695,2.5,4,2695,63162,16
"1523",333000,10531.2265625,9269.98046875,9.6230001449585,2.5,4,3215,55440,32
"1524",95000,2308.64306640625,12147.568359375,1199.00500488281,1,3,1032,5830,33
"1525",142000,3829.419921875,10646.00390625,674.356018066406,2,3,1104,5657,11
"1526",206500,4153.48779296875,12758.44921875,675.593017578125,2.5,3,1880,6413,1
"1527",90000,7067.130859375,5681.60791015625,1114.97705078125,1,3,1506,6532,30
"1528",177000,3330.36401367188,12394.365234375,1242.45495605469,2.5,3,1902,5600,7
"1529",165000,6554.14111328125,12953.1611328125,195.447006225586,2,3,1353,35035,23
"1530",179000,3879.0400390625,4748.24609375,0.762000024318695,2.5,4,2080,6116,5
"1531",67500,2150.13989257812,10584.490234375,205.598999023438,1,3,1557,5000,89
"1532",135000,291.183990478516,12347.3974609375,4.30000019073486,2,3,1760,6500,17
"1533",121000,15478.23046875,4265.1259765625,900.697021484375,2.5,3,1386,9024,1
"1534",142000,13730.2041015625,2785.31909179688,1495.48400878906,2.5,4,2042,8250,20
"1535",162000,11251.14453125,6996.294921875,74.6510009765625,2.5,4,2077,5900,1
"1536",57000,7305.8388671875,3362.07690429688,231.699005126953,1,3,1111,5095,45
"1537",120000,5835.02099609375,13166.8388671875,477.911010742188,2,3,1269,3870,15
"1538",75000,5686.90185546875,13719.90625,1583.85900878906,1,1,692,8477,61
"1539",96500,12988.744140625,246.177001953125,1801.02197265625,1,3,1451,8784,44
"1540",96000,13562.8046875,2382.47802734375,1873.88305664062,1,3,1014,6983,43
"1541",178500,5997.0478515625,5555.77880859375,209.820999145508,2,4,1931,16873,5
"1542",45000,7407.0478515625,2669.76000976562,1339.19494628906,1,2,780,6486,50
"1543",107500,3262.35205078125,11178.8623046875,1663.57800292969,1,2,1243,7260,49
"1544",124500,5428.27197265625,6349.908203125,1152.7939453125,2,3,1428,6000,18
"1545",117000,10456.5810546875,525.85400390625,2678.47290039062,2,3,1419,7600,37
"1546",85500,12962.9814453125,4717.4951171875,182.839004516602,2,3,1201,6000,30
"1547",250000,3172.42504882812,11223.87109375,350.046997070312,2.5,5,2514,40000,38
"1548",130000,12476.26953125,4802.70703125,138.240997314453,2,3,1515,6300,16
"1549",88000,13196.2958984375,2993.3798828125,1322.876953125,1,2,804,5500,43
"1550",209000,3595.8330078125,13722.5771484375,202.708999633789,2.5,4,1872,6814,1
"1551",70000,11430.796875,1081.4580078125,3290.2939453125,1,2,1373,5550,70
"1552",148000,11990.455078125,1721.89904785156,2816.61108398438,2,3,1773,6283,53
"1553",140000,4740.27197265625,6722.3388671875,78.1660003662109,2,4,1753,8000,24
"1554",115000,8954.8076171875,14217.1083984375,293.393005371094,2,3,1472,6224,26
"1555",85000,9837.7763671875,14874.673828125,414.717010498047,1,2,1052,7290,45
"1556",58000,10966.4306640625,4353.1650390625,1452.13793945312,1,2,816,5000,78
"1557",105000,5887.9189453125,5656.90576171875,288.454986572266,2,3,1105,6090,31
"1558",150000,12136.5546875,5125.48681640625,171.63200378418,2,3,1792,10150,16
"1559",153000,2291.7890625,10724.337890625,442.06201171875,2,3,1704,5998,1
"1560",120500,5946.591796875,4610.2060546875,651.340026855469,2.5,4,1470,5500,1
"1561",114500,15195.849609375,1502.61804199219,2561.80200195312,2,2,1911,6600,42
"1562",278000,10944.31640625,8867.10546875,374.130004882812,2,3,2067,19600,21
"1563",148000,12527.38671875,4702.27392578125,313.876007080078,2,3,1799,10073,15
"1564",153000,5455.501953125,4815.10205078125,444.369995117188,2,3,1832,7189,1
"1565",156000,5633.703125,12712.048828125,428.734008789062,2.5,3,1811,5000,11
"1566",183500,2320.00708007812,13380.4775390625,252.772003173828,3,4,2266,5712,1
"1567",110000,6603.34619140625,12883.2880859375,185.315002441406,2,3,1361,4800,17
"1568",163000,5270.80810546875,13672.9892578125,428.475006103516,2,3,1802,7700,14
"1569",70000,15913.37890625,3643.65087890625,1481.93798828125,1.5,3,1144,6480,33
"1570",151000,15490.2431640625,1835.09802246094,2894.43310546875,2.5,5,2627,8317,21
"1571",171000,15265.9384765625,4517.40283203125,299.733001708984,2.5,4,2041,6600,1
"1572",175000,4979.9970703125,8446.1103515625,120.569000244141,2,3,2047,7300,11
"1573",195000,14892.05078125,1103.56604003906,1955.50805664062,2.5,4,2178,15200,29
"1574",49500,10821.3173828125,5256.85009765625,792.435974121094,1,2,807,4080,66
"1575",90000,11252.4736328125,1600.54296875,2609.73510742188,1,3,1071,6250,47
"1576",94000,14071.7998046875,3862.751953125,1245.07495117188,2,3,1229,6500,23
"1577",110000,13392.861328125,3769.9951171875,1048.54296875,2,3,1771,8925,39
"1578",187500,3071.50805664062,12437.7109375,959.818969726562,2.5,4,1899,6520,2
"1579",187000,13201.556640625,3171.14990234375,1350.40405273438,3,4,2293,12550,10
"1580",128500,15451.033203125,2171.47290039062,2953.169921875,2,3,1687,6500,14
"1581",180000,11557.0029296875,1560.26501464844,3166.662109375,3,4,3359,7500,70
"1582",207000,2993.11303710938,12907.2822265625,850.241027832031,2.5,4,2032,5644,1
"1583",355000,4949.4990234375,9403.806640625,63.5730018615723,3,4,3344,63946,10
"1584",150000,7880.3720703125,4965.69287109375,531.281982421875,2,3,1837,6402,5
"1585",152500,5326.88916015625,4873.255859375,364.799987792969,3,4,2236,5682,1
"1586",194500,4706.4072265625,10775.21484375,163.457000732422,2.5,4,2144,6500,2
"1587",151000,7293.2578125,14366.7451171875,111.457000732422,2,3,1412,6869,4
"1588",114500,3443.1640625,12615.2626953125,1050.2060546875,2,4,1388,10263,17
"1589",1e+05,13412.5966796875,3917.86303710938,801.950012207031,2,3,1395,6450,18
"1590",78500,4212.9169921875,12519.9853515625,1171.19201660156,2,3,1220,6000,12
"1591",143000,2478.69702148438,12991.5810546875,582.989013671875,2,2,1365,8140,9
"1592",114000,5488.30810546875,5144.72021484375,143.850006103516,2,3,1211,6600,38
"1593",30000,9608.6982421875,4327.98486328125,507.015991210938,1,2,1200,11820,58
"1594",195000,4010.85595703125,11601.900390625,1009.23199462891,2.5,3,2046,4800,3
"1595",93000,10537.9677734375,941.481994628906,2423.35791015625,1,2,1284,4212,64
"1596",172000,12811.1669921875,4320.55419921875,400.908996582031,3,4,2869,10200,22
"1597",87000,6465.38720703125,6011.0439453125,1493.78894042969,1,3,1026,5000,32
"1598",118000,12397.8173828125,2117.76293945312,2966.34497070312,1.5,2,1461,5625,50
"1599",205000,11944.8623046875,1708.85803222656,2712.07788085938,3,6,2894,6527,41
"1600",125000,6893.5751953125,13400.3447265625,481.907012939453,2,3,1225,6158,3
"1601",120000,3053.68994140625,11006.9892578125,110.658996582031,2,3,1227,5000,1
"1602",218500,1000.91998291016,13503.8173828125,124.553001403809,3,4,2328,6160,7
"1603",1e+05,5546.3369140625,7209.18408203125,973.60400390625,1,2,991,7000,43
"1604",118500,5094.01416015625,6829.57421875,673.070983886719,1.5,3,1086,6120,10
"1605",95000,14733.0791015625,1094.68103027344,1562.7900390625,1,3,1134,6395,35
"1606",127000,13201.525390625,4059.18603515625,653.169982910156,2.5,4,2279,9856,18
"1607",58000,12715.8154296875,2593.17993164062,1691.67004394531,1,2,874,3750,25
"1608",185000,4113.7939453125,10430.3291015625,1074.41198730469,2,3,1851,7414,2
"1609",95000,11733.4306640625,1521.2080078125,2734.20288085938,1,3,2216,10000,82
"1610",73000,13301.01953125,5048.5869140625,322.316009521484,2,2,1124,6400,16
"1611",34000,11862.7763671875,830.861999511719,291.179992675781,1,2,846,5000,55
"1612",145000,11191.314453125,1591.98901367188,2546.55493164062,2,3,1821,10000,30
"1613",198000,2651.7529296875,12611.9736328125,527.955993652344,2.5,3,1835,5735,1
"1614",81000,13905.201171875,3649.9580078125,1231.93103027344,2,3,1157,6120,29
"1615",70000,14113.5458984375,2509.11108398438,1751.98999023438,1,2,922,7800,44
"1616",115000,2612.9990234375,9092.1650390625,57.4189987182617,2,3,1200,6400,8
"1617",161500,14058.3310546875,532.0419921875,1005.86700439453,2,3,1549,10604,13
"1618",114000,5999.65380859375,12651.5810546875,65.8190002441406,2,3,1259,2700,16
"1619",45000,4538.13623046875,7647.27490234375,247.833999633789,1,2,1047,6600,78
"1620",72500,11815.720703125,3856.68798828125,1303.373046875,1.5,3,1200,8400,1
"1621",101500,15015.7822265625,4740.14111328125,702.288024902344,2,3,1604,5989,7
"1622",110000,3068.73901367188,11201.611328125,358.385986328125,1,2,1019,8187,39
"1623",125000,5488.68212890625,6381.10498046875,1118.26794433594,2,3,1500,6527,10
"1624",90000,13085.140625,5238.2822265625,98.9300003051758,2.5,3,1634,6000,8
"1625",62000,11776.6845703125,860.331970214844,288.305999755859,2,4,1303,7500,16
"1626",48000,8132.458984375,26260.7109375,431.227996826172,1,1,700,3750,43
"1627",173500,3605.88305664062,11002.8681640625,1374.19299316406,1.5,3,1851,7835,6
"1628",68000,1633.12194824219,10067.8359375,40.4949989318848,1,4,1189,7000,92
"1629",315000,14324.5869140625,247.479995727539,263.191986083984,3,3,2217,8800,17
"1630",124000,3812.955078125,7747.4111328125,108.49299621582,2,3,1440,6500,13
"1631",97000,13485.2158203125,3428.18505859375,1664.82800292969,1,3,1195,6300,17
"1632",120000,5524.89697265625,6535.4638671875,1066.29504394531,1,4,1354,52550,30
"1633",92500,11471.9814453125,1189.57495117188,3151.77490234375,1,2,1362,5101,80
"1634",132000,2445.97705078125,17714.994140625,309.027008056641,2,4,1520,7696,15
"1635",132000,5130.5380859375,10989.650390625,206.156997680664,2.5,3,1314,3541,12
"1636",124000,12813.896484375,4418.2021484375,390.079986572266,2,3,1380,6000,19
"1637",78000,8808.4951171875,24895.564453125,62.2879981994629,1,2,764,3360,41
"1638",131500,5137.71484375,8373.2939453125,245.64599609375,2.5,4,1884,6482,16
"1639",227000,13097.5859375,3338.76000976562,367.390991210938,3,4,2426,7394,1
"1640",157500,3232.73608398438,13273.6845703125,620.06298828125,2,3,1159,7295,4
"1641",165000,13667.205078125,3273.67504882812,1793.30505371094,2,5,2778,10800,41
"1642",183000,8016.69287109375,4961.2158203125,367.213989257812,2.5,4,2352,6528,6
"1643",189500,5523.578125,12607.169921875,358.22900390625,2.5,3,1865,5445,7
"1644",210000,11308.8193359375,8438.048828125,708.862976074219,2,3,2058,109335,19
"1645",184000,9031.064453125,25987.951171875,33.8569984436035,3,4,2307,7000,8
"1646",103500,4600.97216796875,7653.69482421875,349.816009521484,1,3,1275,8406,37
"1647",134000,2122.19311523438,12340.265625,997.497009277344,2,3,1158,6501,7
"1648",173000,3259.0439453125,12208.095703125,1114.125,2,3,1643,5985,9
"1649",137500,13295.0048828125,4388.31591796875,516.945983886719,2.5,3,1939,6900,21
"1650",114000,1874.78100585938,12595.439453125,767.025024414062,2,3,1174,6500,13
"1651",144000,4981.669921875,11346.1064453125,276.429992675781,2,3,1165,6500,16
"1652",185000,6182.19482421875,14353.4951171875,1313.0439453125,2.5,4,2197,5603,5
"1653",169000,1914.72998046875,17141.80078125,7.08699989318848,2.5,3,1570,4000,8
"1654",59000,13460.001953125,6113.22119140625,264.299987792969,1,2,816,5250,17
"1655",65000,10956.8203125,5416.81982421875,757.414001464844,1,2,926,8658,54
"1656",120000,3111.46411132812,12183.345703125,951.716003417969,2,3,1120,5000,14
"1657",82500,10966.619140625,5418.9521484375,764.778015136719,1,2,1120,8768,35
"1658",81000,12986.83984375,3362.24389648438,1353.51696777344,1.5,3,1381,7665,36
"1659",143000,6446.908203125,12723.4228515625,81.7320022583008,2,3,1767,9193,14
"1660",77000,13489.263671875,2494.3369140625,1770.68395996094,1,2,858,5700,44
"1661",123000,7448.4169921875,13038.294921875,62.8699989318848,2,3,1228,6000,11
"1662",195500,8212.169921875,3602.71704101562,54.8310012817383,3,4,2154,8124,1
"1663",169000,5443.39990234375,12611.5458984375,206.220993041992,2.5,4,1818,5200,5
"1664",115000,2616.2900390625,11844.4833984375,940.934997558594,2,3,1191,3674,11
"1665",137000,14619.8466796875,5124.96923828125,336.674987792969,2,4,1573,5000,2
"1666",147500,13947.658203125,4856.0341796875,893.783996582031,2.5,4,1800,6708,2
"1667",135500,9389.8515625,5815.56201171875,63.3759994506836,1,2,1326,7500,67
"1668",120000,8554.5546875,13842.47265625,207.669006347656,1,3,1372,6100,13
"1669",145000,5540.73193359375,13292.4208984375,868.945007324219,2,3,1553,5400,1
"1670",65000,4189.494140625,12133.482421875,1178.2509765625,1.5,3,1000,6039,23
"1671",159500,4415.537109375,12704.0517578125,637.677001953125,2.5,3,1428,5114,2
"1672",137000,5642.1298828125,6267.9970703125,1246.5009765625,2,4,1820,7105,16
"1673",156000,14041.115234375,3087.56298828125,1728.626953125,3,5,1967,7200,20
"1674",115000,12777.1337890625,2405.61010742188,2432.68310546875,2,3,1680,5000,80
"1675",134000,14993.3662109375,4750.66015625,457.872009277344,2,3,1533,8712,3
"1676",105000,15374.9501953125,1786.79797363281,2547.82006835938,2,3,988,5520,14
"1677",188000,2825.85009765625,12582.861328125,725.919006347656,2,4,1941,8250,11
"1678",173000,15396.6376953125,3118.126953125,1639.07495117188,2,3,1758,6042,6
"1679",222000,1187.77294921875,13951.4755859375,81.8270034790039,2,4,1804,66646,14
"1680",137000,13328.6201171875,153.261993408203,183.990005493164,2,3,1685,7176,25
"1681",168000,3021.2958984375,12519.046875,930.755004882812,2,3,1879,5775,11
"1682",260000,4934.77783203125,9297.6142578125,29.6590003967285,2,4,1941,64904,12
"1683",170000,1955.29602050781,12914.73828125,168.550003051758,2.5,3,1808,4410,3
"1684",120000,6362.873046875,14647.7666015625,946.174011230469,2,3,1339,9806,19
"1685",125000,3861.34692382812,7687.31591796875,82.6320037841797,2,3,1552,6667,10
"1686",129000,13651.451171875,98.6129989624023,394.330993652344,2,4,1710,8050,23
"1687",149000,4754.59521484375,5033.69580078125,704.801025390625,2.5,4,1853,8644,7
"1688",88000,7777.65283203125,2200.99389648438,1842.03002929688,2,3,1200,4800,13
"1689",92500,10515.7607421875,917.093017578125,2408.4169921875,1,2,1188,4212,71
"1690",189000,2728.65405273438,12633.091796875,631.809997558594,2,3,1476,7084,18
"1691",144000,3942.51708984375,10546.0634765625,552.528015136719,2,3,1342,7734,29
"1692",119000,10225.380859375,15079.1767578125,505.231994628906,2,2,1233,8400,86
"1693",35000,4987.44580078125,13169.361328125,1818.41198730469,1,2,1104,7500,43
"1694",150000,5183.85595703125,11329.4658203125,81.1449966430664,2,4,1405,7965,16
"1695",163000,4822.873046875,11693.017578125,137.52099609375,2,4,1405,11961,16
"1696",117500,252.32600402832,12216.5107421875,28.923999786377,3,4,1716,5170,21
"1697",93000,11128.9365234375,848.708984375,463.098999023438,1,4,1254,6000,1
"1698",117500,5965.56396484375,14357.8447265625,466.308990478516,2,3,1187,10110,7
"1699",50000,9601.400390625,3294.03588867188,1024.69897460938,1,2,852,5632,59
"1700",112500,7208.81396484375,13383.732421875,190.449005126953,2,3,1182,6020,10
"1701",237500,5949.4912109375,5576.69384765625,219.09700012207,3,4,2239,43560,15
"1702",125000,5681.2998046875,6427.48193359375,1220.44299316406,2,3,1534,7499,12
"1703",72000,10408.2763671875,831.849975585938,2305.1708984375,1,2,1052,4212,66
"1704",97000,13378.0283203125,2852.19409179688,322.984985351562,2,3,1427,6600,20
"1705",139000,5428.77783203125,5862.591796875,139.634002685547,2,3,1164,6479,8
"1706",128500,11516.8984375,1278.45202636719,841.950012207031,2,2,1478,5500,12
"1707",152000,5708.93798828125,3981.6650390625,277.699005126953,2,3,1245,5700,14
"1708",157000,8031.72802734375,4958.43603515625,351.721984863281,2,3,1837,6389,2
"1709",150000,12246.400390625,2146.97607421875,3042.52001953125,1.5,3,1652,6100,60
"1710",77500,11209.0908203125,1007.82299804688,3057.80810546875,1,3,1178,5000,91
"1711",108000,14848.1484375,3616.77905273438,1954.82897949219,2,3,1888,7865,31
"1712",79955,11101.7451171875,1409.15905761719,1206.78698730469,1,3,1014,7670,42
"1713",110000,11246.8564453125,1019.22399902344,3099.82788085938,1,2,1426,5000,63
"1714",219955,12206.9345703125,4030.6708984375,1171.28405761719,3,6,3338,12406,9
"1715",125000,14633.0986328125,2196.291015625,1646.041015625,2,3,1907,8520,39
"1716",1e+05,11984.4013671875,4381.328125,509.313995361328,2,3,1485,6800,18
